,Player,Year,Pick
6602,Don Reid,1995,58
6603,Allen Iverson,1996,1
6604,Marcus Camby,1996,2
6605,Shareef Abdur-Rahim,1996,3
6606,Stephon Marbury,1996,4
6607,Ray Allen,1996,5
6608,Antoine Walker,1996,6
6609,Lorenzen Wright,1996,7
6610,Kerry Kittles,1996,8
6611,Samaki Walker,1996,9
6612,Erick Dampier,1996,10
6613,Todd Fuller,1996,11
6614,Vitaly Potapenko,1996,12
6615,Kobe Bryant,1996,13
6616,Peja Stojakovic,1996,14
6617,Steve Nash,1996,15
6618,Tony Delk,1996,16
6619,Jermaine O'Neal,1996,17
6620,John Wallace,1996,18
6621,Walter McCarty,1996,19
6622,Zydrunas Ilgauskas,1996,20
6623,Dontae' Jones,1996,21
6624,Roy Rogers,1996,22
6625,Efthimi Rentzias,1996,23
6626,Derek Fisher,1996,24
6627,Martin Muursepp,1996,25
6628,Jerome Williams,1996,26
6629,Brian Evans,1996,27
6630,Priest Lauderdale,1996,28
6631,Travis Knight,1996,29
6632,Othella Harrington,1996,30
6633,Mark Hendrickson,1996,31
6634,Ryan Minor,1996,32
6635,Moochie Norris,1996,33
6636,Shawn Harvey,1996,34
6637,Joseph Blair,1996,35
6638,Doron Sheffer,1996,36
6639,Jeff McInnis,1996,37
6640,Steve Hamer,1996,38
6641,Russ Millard,1996,39
6642,Marcus Mann,1996,40
6643,Jason Sasser,1996,41
6644,Randy Livingston,1996,42
6645,Ben Davis,1996,43
6646,Malik Rose,1996,44
6647,Joe Vogel,1996,45
6648,Marcus Brown,1996,46
6649,Ron Riley,1996,47
6650,Jamie Feick,1996,48
6651,Amal McCaskill,1996,49
6652,Terrell Bell,1996,50
6653,Chris Robinson,1996,51
6654,Mark Pope,1996,52
6655,Jeff Nordgaard,1996,53
6656,Shandon Anderson,1996,54
6657,Ronnie Henderson,1996,55
6658,Reggie Geary,1996,56
6659,Drew Barry,1996,57
6660,Darnell Robinson,1996,58
6661,Tim Duncan,1997,1
6662,Keith Van Horn,1997,2
6663,Chauncey Billups,1997,3
6664,Antonio Daniels,1997,4
6665,Tony Battie,1997,5
6666,Ron Mercer,1997,6
6667,Tim Thomas,1997,7
6668,Adonal Foyle,1997,8
6669,Tracy McGrady,1997,9
6670,Danny Fortson,1997,10
6671,Tariq Abdul-Wahad,1997,11
6672,Austin Croshere,1997,12
6673,Derek Anderson,1997,13
6674,Maurice Taylor,1997,14
6675,Kelvin Cato,1997,15
6676,Brevin Knight,1997,16
6677,Johnny Taylor,1997,17
6678,Chris Anstey,1997,18
6679,Scot Pollard,1997,19
6680,Paul Grant,1997,20
6681,Anthony Parker,1997,21
6682,Ed Gray,1997,22
6683,Bobby Jackson,1997,23
6684,Rodrick Rhodes,1997,24
6685,John Thomas,1997,25
6686,Charles Smith,1997,26
6687,Jacque Vaughn,1997,27
6688,Keith Booth,1997,28
6689,Serge Zwikker,1997,29
6690,Mark Sanford,1997,30
6691,Charles O'Bannon,1997,31
6692,James Cotton,1997,32
6693,Marko Milic,1997,33
6694,Bubba Wells,1997,34
6695,Kebu Stewart,1997,35
6696,James Collins,1997,36
6697,Marc Jackson,1997,37
6698,Jerald Honeycutt,1997,38
6699,Anthony Johnson,1997,39
6700,Eddie Elisma,1997,40
6701,Jason Lawson,1997,41
6702,Stephen Jackson,1997,42
6703,Gordon Malone,1997,43
6704,Cedric Henderson,1997,44
6705,God Shammgod,1997,45
6706,Eric Washington,1997,46
6707,Alvin Williams,1997,47
6708,Predrag Drobnjak,1997,48
6709,Alain Digbeu,1997,49
6710,Chris Crawford,1997,50
6711,DeJuan Wheat,1997,51
6712,C.J. Bruton,1997,52
6713,Paul Rogers,1997,53
6714,Mark Blount,1997,54
6715,Ben Pepper,1997,55
6716,Nate Erdmann,1997,56
6717,Roberto Duenas,1997,57
6718,Michael Olowokandi,1998,1
6719,Mike Bibby,1998,2
6720,Raef LaFrentz,1998,3
6721,Antawn Jamison,1998,4
6722,Vince Carter,1998,5
6723,Robert Traylor,1998,6
6724,Jason Williams,1998,7
6725,Larry Hughes,1998,8
6726,Dirk Nowitzki,1998,9
6727,Paul Pierce,1998,10
6728,Bonzi Wells,1998,11
6729,Michael Doleac,1998,12
6730,Keon Clark,1998,13
6731,Michael Dickerson,1998,14
6732,Matt Harpring,1998,15
6733,Bryce Drew,1998,16
6734,Rasho Nesterovic,1998,17
6735,Mirsad Turkcan,1998,18
6736,Pat Garrity,1998,19
6737,Roshown McLeod,1998,20
6738,Ricky Davis,1998,21
6739,Brian Skinner,1998,22
6740,Tyronn Lue,1998,23
6741,Felipe Lopez,1998,24
6742,Al Harrington,1998,25
6743,Sam Jacobson,1998,26
6744,Vladimir Stepania,1998,27
6745,Corey Benjamin,1998,28
6746,Nazr Mohammed,1998,29
6747,Ansu Sesay,1998,30
6748,Ruben Patterson,1998,31
6749,Rashard Lewis,1998,32
6750,Jelani McCoy,1998,33
6751,Shammond Williams,1998,34
6752,Bruno Sundov,1998,35
6753,Jerome James,1998,36
6754,Casey Shaw,1998,37
6755,DeMarco Johnson,1998,38
6756,Rafer Alston,1998,39
6757,Korleone Young,1998,40
6758,Cuttino Mobley,1998,41
6759,Miles Simon,1998,42
6760,Jahidi White,1998,43
6761,Sean Marks,1998,44
6762,Toby Bailey,1998,45
6763,Andrae Patterson,1998,46
6764,Tyson Wheeler,1998,47
6765,Ryan Stack,1998,48
6766,Cory Carr,1998,49
6767,Andrew Betts,1998,50
6768,Corey Brewer,1998,51
6769,Derrick Dial,1998,52
6770,Greg Buckner,1998,53
6771,Tremaine Fowlkes,1998,54
6772,Ryan Bowen,1998,55
6773,J.R. Henderson,1998,56
6774,Torraye Braggs,1998,57
6775,Maceo Baston,1998,58
6776,Elton Brand,1999,1
6777,Steve Francis,1999,2
6778,Baron Davis,1999,3
6779,Lamar Odom,1999,4
6780,Jonathan Bender,1999,5
6781,Wally Szczerbiak,1999,6
6782,Richard Hamilton,1999,7
6783,Andre Miller,1999,8
6784,Shawn Marion,1999,9
6785,Jason Terry,1999,10
6786,Trajan Langdon,1999,11
6787,Aleksandar Radojevic,1999,12
6788,Corey Maggette,1999,13
6789,William Avery,1999,14
6790,Frederic Weis,1999,15
6791,Metta World Peace,1999,16
6792,Cal Bowdler,1999,17
6793,James Posey,1999,18
6794,Quincy Lewis,1999,19
6795,Dion Glover,1999,20
6796,Jeff Foster,1999,21
6797,Kenny Thomas,1999,22
6798,Devean George,1999,23
6799,Andrei Kirilenko,1999,24
6800,Tim James,1999,25
6801,Vonteego Cummings,1999,26
6802,Jumaine Jones,1999,27
6803,Scott Padgett,1999,28
6804,Leon Smith,1999,29
6805,John Celestand,1999,30
6806,Rico Hill,1999,31
6807,Michael Ruffin,1999,32
6808,Chris Herren,1999,33
6809,Evan Eschmeyer,1999,34
6810,Calvin Booth,1999,35
6811,Wang Zhizhi,1999,36
6812,Obinna Ekezie,1999,37
6813,Laron Profit,1999,38
6814,A.J. Bramlett,1999,39
6815,Gordan Giricek,1999,40
6816,Francisco Elson,1999,41
6817,Louis Bullock,1999,42
6818,Lee Nailon,1999,43
6819,Tyrone Washington,1999,44
6820,Ryan Robertson,1999,45
6821,J.R. Koch,1999,46
6822,Todd MacCulloch,1999,47
6823,Galen Young,1999,48
6824,Lari Ketner,1999,49
6825,Venson Hamilton,1999,50
6826,Antwain Smith,1999,51
6827,Roberto Bergersen,1999,52
6828,Rodney Buford,1999,53
6829,Melvin Levett,1999,54
6830,Kris Clack,1999,55
6831,Tim Young,1999,56
6832,Manu Ginobili,1999,57
6833,Eddie Lucas,1999,58
6834,Kenyon Martin,2000,1
6835,Stromile Swift,2000,2
6836,Darius Miles,2000,3
6837,Marcus Fizer,2000,4
6838,Mike Miller,2000,5
6839,DerMarr Johnson,2000,6
6840,Chris Mihm,2000,7
6841,Jamal Crawford,2000,8
6842,Joel Przybilla,2000,9
6843,Keyon Dooling,2000,10
6844,Jerome Moiso,2000,11
6845,Etan Thomas,2000,12
6846,Courtney Alexander,2000,13
6847,Mateen Cleaves,2000,14
6848,Jason Collier,2000,15
6849,Hedo Turkoglu,2000,16
6850,Desmond Mason,2000,17
6851,Quentin Richardson,2000,18
6852,Jamaal Magloire,2000,19
6853,Speedy Claxton,2000,20
6854,Morris Peterson,2000,21
6855,Donnell Harvey,2000,22
6856,DeShawn Stevenson,2000,23
6857,Dalibor Bagaric,2000,24
6858,Jake Tsakalidis,2000,25
6859,Mamadou N'Diaye,2000,26
6860,Primoz Brezec,2000,27
6861,Erick Barkley,2000,28
6862,Mark Madsen,2000,29
6863,Marko Jaric,2000,30
6864,Dan Langhi,2000,31
6865,A.J. Guyton,2000,32
6866,Jake Voskuhl,2000,33
6867,Khalid El-Amin,2000,34
6868,Mike Smith,2000,35
6869,Soumaila Samake,2000,36
6870,Eddie House,2000,37
6871,Eduardo Najera,2000,38
6872,Lavor Postell,2000,39
6873,Hanno Mottola,2000,40
6874,Chris Carrawell,2000,41
6875,Olumide Oyedeji,2000,42
6876,Michael Redd,2000,43
6877,Brian Cardinal,2000,44
6878,Jabari Smith,2000,45
6879,DeeAndre Hulett,2000,46
6880,Josip Sesar,2000,47
6881,Mark Karcher,2000,48
6882,Jason Hart,2000,49
6883,Kaniel Dickens,2000,50
6884,Igor Rakocevic,2000,51
6885,Ernest Brown,2000,52
6886,Dan McClintock,2000,53
6887,Cory Hightower,2000,54
6888,Chris Porter,2000,55
6889,Jaquay Walls,2000,56
6890,Scoonie Penn,2000,57
6891,Pete Mickeal,2000,58
6892,Kwame Brown,2001,1
6893,Tyson Chandler,2001,2
6894,Pau Gasol,2001,3
6895,Eddy Curry,2001,4
6896,Jason Richardson,2001,5
6897,Shane Battier,2001,6
6898,Eddie Griffin,2001,7
6899,DeSagana Diop,2001,8
6900,Rodney White,2001,9
6901,Joe Johnson,2001,10
6902,Kedrick Brown,2001,11
6903,Vladimir Radmanovic,2001,12
6904,Richard Jefferson,2001,13
6905,Troy Murphy,2001,14
6906,Steven Hunter,2001,15
6907,Kirk Haston,2001,16
6908,Michael Bradley,2001,17
6909,Jason Collins,2001,18
6910,Zach Randolph,2001,19
6911,Brendan Haywood,2001,20
6912,Joseph Forte,2001,21
6913,Jeryl Sasser,2001,22
6914,Brandon Armstrong,2001,23
6915,Raul Lopez,2001,24
6916,Gerald Wallace,2001,25
6917,Samuel Dalembert,2001,26
6918,Jamaal Tinsley,2001,27
6919,Tony Parker,2001,28
6920,Trenton Hassell,2001,29
6921,Gilbert Arenas,2001,30
6922,Omar Cook,2001,31
6923,Will Solomon,2001,32
6924,Terence Morris,2001,33
6925,Brian Scalabrine,2001,34
6926,Jeff Trepagnier,2001,35
6927,Damone Brown,2001,36
6928,Mehmet Okur,2001,37
6929,Michael Wright,2001,38
6930,Earl Watson,2001,39
6931,Jamison Brewer,2001,40
6932,Bobby Simmons,2001,41
6933,Eric Chenowith,2001,42
6934,Kyle Hill,2001,43
6935,Sean Lampley,2001,44
6936,Loren Woods,2001,45
6937,Ousmane Cisse,2001,46
6938,Antonis Fotsis,2001,47
6939,Ken Johnson,2001,48
6940,Ruben Boumtje-Boumtje,2001,49
6941,Alton Ford,2001,50
6942,Andre Hutson,2001,51
6943,Jarron Collins,2001,52
6944,Kenny Satterfield,2001,53
6945,Maurice Jeffers,2001,54
6946,Robertas Javtokas,2001,55
6947,Alvin Jones,2001,56
6948,Bryan Bracey,2001,57
6949,Yao Ming,2002,1
6950,Jay Williams,2002,2
6951,Mike Dunleavy,2002,3
6952,Drew Gooden,2002,4
6953,Nikoloz Tskitishvili,2002,5
6954,Dajuan Wagner,2002,6
6955,Nene Hilario,2002,7
6956,Chris Wilcox,2002,8
6957,Amar'e Stoudemire,2002,9
6958,Caron Butler,2002,10
6959,Jared Jeffries,2002,11
6960,Melvin Ely,2002,12
6961,Marcus Haislip,2002,13
6962,Fred Jones,2002,14
6963,Bostjan Nachbar,2002,15
6964,Jiri Welsch,2002,16
6965,Juan Dixon,2002,17
6966,Curtis Borchardt,2002,18
6967,Ryan Humphrey,2002,19
6968,Kareem Rush,2002,20
6969,Qyntel Woods,2002,21
6970,Casey Jacobsen,2002,22
6971,Tayshaun Prince,2002,23
6972,Nenad Krstic,2002,24
6973,Frank Williams,2002,25
6974,John Salmons,2002,26
6975,Chris Jefferies,2002,27
6976,Dan Dickau,2002,28
6977,Steve Logan,2002,29
6978,Roger Mason,2002,30
6979,Robert Archibald,2002,31
6980,Vincent Yarbrough,2002,32
6981,Dan Gadzuric,2002,33
6982,Carlos Boozer,2002,34
6983,Milos Vujanic,2002,35
6984,David Andersen,2002,36
6985,Tito Maddox,2002,37
6986,Rod Grizzard,2002,38
6987,Juan Carlos Navarro,2002,39
6988,Mario Kasun,2002,40
6989,Ronald Murray,2002,41
6990,Jason Jennings,2002,42
6991,Lonny Baxter,2002,43
6992,Sam Clancy,2002,44
6993,Matt Barnes,2002,45
6994,Jamal Sampson,2002,46
6995,Chris Owens,2002,47
6996,Peter Fehse,2002,48
6997,Darius Songaila,2002,49
6998,Federico Kammerichs,2002,50
6999,Marcus Taylor,2002,51
7000,Rasual Butler,2002,52
7001,Tamar Slay,2002,53
7002,Mladen Sekularac,2002,54
7003,Luis Scola,2002,55
7004,Randy Holcomb,2002,56
7005,Corsley Edwards,2002,57
7006,LeBron James,2003,1
7007,Darko Milicic,2003,2
7008,Carmelo Anthony,2003,3
7009,Chris Bosh,2003,4
7010,Dwyane Wade,2003,5
7011,Chris Kaman,2003,6
7012,Kirk Hinrich,2003,7
7013,T.J. Ford,2003,8
7014,Mike Sweetney,2003,9
7015,Jarvis Hayes,2003,10
7016,Mickael Pietrus,2003,11
7017,Nick Collison,2003,12
7018,Marcus Banks,2003,13
7019,Luke Ridnour,2003,14
7020,Reece Gaines,2003,15
7021,Troy Bell,2003,16
7022,Zarko Cabarkapa,2003,17
7023,David West,2003,18
7024,Sasha Pavlovic,2003,19
7025,Dahntay Jones,2003,20
7026,Boris Diaw,2003,21
7027,Zoran Planinic,2003,22
7028,Travis Outlaw,2003,23
7029,Brian Cook,2003,24
7030,Carlos Delfino,2003,25
7031,Ndudi Ebi,2003,26
7032,Kendrick Perkins,2003,27
7033,Leandro Barbosa,2003,28
7034,Josh Howard,2003,29
7035,Maciej Lampe,2003,30
7036,Jason Kapono,2003,31
7037,Luke Walton,2003,32
7038,Jerome Beasley,2003,33
7039,Sofoklis Schortsanitis,2003,34
7040,Szymon Szewczyk,2003,35
7041,Mario Austin,2003,36
7042,Travis Hansen,2003,37
7043,Steve Blake,2003,38
7044,Slavko Vranes,2003,39
7045,Derrick Zimmerman,2003,40
7046,Willie Green,2003,41
7047,Zaza Pachulia,2003,42
7048,Keith Bogans,2003,43
7049,Malick Badiane,2003,44
7050,Matt Bonner,2003,45
7051,Sani Becirovic,2003,46
7052,Mo Williams,2003,47
7053,James Lang,2003,48
7054,James Jones,2003,49
7055,Paccelis Morlende,2003,50
7056,Kyle Korver,2003,51
7057,Remon Van de Hare,2003,52
7058,Tommy Smith,2003,53
7059,Nedzad Sinanovic,2003,54
7060,Rick Rickert,2003,55
7061,Brandon Hunter,2003,56
7062,Xue Yuyang,2003,57
7063,Andreas Glyniadakis,2003,58
7064,Dwight Howard,2004,1
7065,Emeka Okafor,2004,2
7066,Ben Gordon,2004,3
7067,Shaun Livingston,2004,4
7068,Devin Harris,2004,5
7069,Josh Childress,2004,6
7070,Luol Deng,2004,7
7071,Rafael Araujo,2004,8
7072,Andre Iguodala,2004,9
7073,Luke Jackson,2004,10
7074,Andris Biedrins,2004,11
7075,Robert Swift,2004,12
7076,Sebastian Telfair,2004,13
7077,Kris Humphries,2004,14
7078,Al Jefferson,2004,15
7079,Kirk Snyder,2004,16
7080,Josh Smith,2004,17
7081,J.R. Smith,2004,18
7082,Dorell Wright,2004,19
7083,Jameer Nelson,2004,20
7084,Pavel Podkolzin,2004,21
7085,Viktor Khryapa,2004,22
7086,Sergei Monia,2004,23
7087,Delonte West,2004,24
7088,Tony Allen,2004,25
7089,Kevin Martin,2004,26
7090,Sasha Vujacic,2004,27
7091,Beno Udrih,2004,28
7092,David Harrison,2004,29
7093,Anderson Varejao,2004,30
7094,Jackson Vroman,2004,31
7095,Peter John Ramos,2004,32
7096,Lionel Chalmers,2004,33
7097,Donta Smith,2004,34
7098,Andre Emmett,2004,35
7099,Antonio Burks,2004,36
7100,Royal Ivey,2004,37
7101,Chris Duhon,2004,38
7102,Albert Miralles,2004,39
7103,Justin Reed,2004,40
7104,David Young,2004,41
7105,Viktor Sanikidze,2004,42
7106,Trevor Ariza,2004,43
7107,Tim Pickett,2004,44
7108,Bernard Robinson,2004,45
7109,Ha Seung-Jin,2004,46
7110,Pape Sow,2004,47
7111,Ricky Minard,2004,48
7112,Sergei Lishouk,2004,49
7113,Vassilis Spanoulis,2004,50
7114,Christian Drejer,2004,51
7115,Romain Sato,2004,52
7116,Matt Freije,2004,53
7117,Rickey Paulding,2004,54
7118,Luis Flores,2004,55
7119,Marcus Douthit,2004,56
7120,Sergei Karaulov,2004,57
7121,Blake Stepp,2004,58
7122,Rashad Wright,2004,59
7123,Andrew Bogut,2005,1
7124,Marvin Williams,2005,2
7125,Deron Williams,2005,3
7126,Chris Paul,2005,4
7127,Raymond Felton,2005,5
7128,Martell Webster,2005,6
7129,Charlie Villanueva,2005,7
7130,Channing Frye,2005,8
7131,Ike Diogu,2005,9
7132,Andrew Bynum,2005,10
7133,Fran Vazquez,2005,11
7134,Yaroslav Korolev,2005,12
7135,Sean May,2005,13
7136,Rashad McCants,2005,14
7137,Antoine Wright,2005,15
7138,Joey Graham,2005,16
7139,Danny Granger,2005,17
7140,Gerald Green,2005,18
7141,Hakim Warrick,2005,19
7142,Julius Hodge,2005,20
7143,Nate Robinson,2005,21
7144,Jarrett Jack,2005,22
7145,Francisco Garcia,2005,23
7146,Luther Head,2005,24
7147,Johan Petro,2005,25
7148,Jason Maxiell,2005,26
7149,Linas Kleiza,2005,27
7150,Ian Mahinmi,2005,28
7151,Wayne Simien,2005,29
7152,David Lee,2005,30
7153,Salim Stoudamire,2005,31
7154,Daniel Ewing,2005,32
7155,Brandon Bass,2005,33
7156,C.J. Miles,2005,34
7157,Ricky Sanchez,2005,35
7158,Ersan Ilyasova,2005,36
7159,Ronny Turiaf,2005,37
7160,Travis Diener,2005,38
7161,Von Wafer,2005,39
7162,Monta Ellis,2005,40
7163,Roko Ukic,2005,41
7164,Chris Taft,2005,42
7165,Mile Ilic,2005,43
7166,Martynas Andriuskevicius,2005,44
7167,Louis Williams,2005,45
7168,Erazem Lorbek,2005,46
7169,Bracey Wright,2005,47
7170,Mickael Gelabale,2005,48
7171,Andray Blatche,2005,49
7172,Ryan Gomes,2005,50
7173,Robert Whaley,2005,51
7174,Axel Hervelle,2005,52
7175,Orien Greene,2005,53
7176,Dijon Thompson,2005,54
7177,Lawrence Roberts,2005,55
7178,Amir Johnson,2005,56
7179,Marcin Gortat,2005,57
7180,Uros Slokar,2005,58
7181,Cenk Akyol,2005,59
7182,Alex Acker,2005,60
7183,Andrea Bargnani,2006,1
7184,LaMarcus Aldridge,2006,2
7185,Adam Morrison,2006,3
7186,Tyrus Thomas,2006,4
7187,Shelden Williams,2006,5
7188,Brandon Roy,2006,6
7189,Randy Foye,2006,7
7190,Rudy Gay,2006,8
7191,Patrick O'Bryant,2006,9
7192,Mouhamed Sene,2006,10
7193,J.J. Redick,2006,11
7194,Hilton Armstrong,2006,12
7195,Thabo Sefolosha,2006,13
7196,Ronnie Brewer,2006,14
7197,Cedric Simmons,2006,15
7198,Rodney Carney,2006,16
7199,Shawne Williams,2006,17
7200,Oleksiy Pecherov,2006,18
7201,Quincy Douby,2006,19
7202,Renaldo Balkman,2006,20
7203,Rajon Rondo,2006,21
7204,Marcus Williams,2006,22
7205,Josh Boone,2006,23
7206,Kyle Lowry,2006,24
7207,Shannon Brown,2006,25
7208,Jordan Farmar,2006,26
7209,Sergio Rodriguez,2006,27
7210,Maurice Ager,2006,28
7211,Mardy Collins,2006,29
7212,Joel Freeland,2006,30
7213,James White,2006,31
7214,Steve Novak,2006,32
7215,Solomon Jones,2006,33
7216,Paul Davis,2006,34
7217,P.J. Tucker,2006,35
7218,Craig Smith,2006,36
7219,Bobby Jones,2006,37
7220,Kosta Perovic,2006,38
7221,David Noel,2006,39
7222,Denham Brown,2006,40
7223,James Augustine,2006,41
7224,Daniel Gibson,2006,42
7225,Marcus Vinicius,2006,43
7226,Lior Eliyahu,2006,44
7227,Alexander Johnson,2006,45
7228,Dee Brown,2006,46
7229,Paul Millsap,2006,47
7230,Vladimir Veremeenko,2006,48
7231,Leon Powe,2006,49
7232,Ryan Hollins,2006,50
7233,Cheikh Samb,2006,51
7234,Guillermo Diaz,2006,52
7235,Yotam Halperin,2006,53
7236,Hassan Adams,2006,54
7237,Ejike Ugboaja,2006,55
7238,Edin Bavcic,2006,56
7239,Loukas Mavrokefalidis,2006,57
7240,J.R. Pinnock,2006,58
7241,Damir Markota,2006,59
7242,Will Blalock,2006,60
7243,Greg Oden,2007,1
7244,Kevin Durant,2007,2
7245,Al Horford,2007,3
7246,Mike Conley,2007,4
7247,Jeff Green,2007,5
7248,Yi Jianlian,2007,6
7249,Corey Brewer,2007,7
7250,Brandan Wright,2007,8
7251,Joakim Noah,2007,9
7252,Spencer Hawes,2007,10
7253,Acie Law,2007,11
7254,Thaddeus Young,2007,12
7255,Julian Wright,2007,13
7256,Al Thornton,2007,14
7257,Rodney Stuckey,2007,15
7258,Nick Young,2007,16
7259,Sean Williams,2007,17
7260,Marco Belinelli,2007,18
7261,Javaris Crittenton,2007,19
7262,Jason Smith,2007,20
7263,Daequan Cook,2007,21
7264,Jared Dudley,2007,22
7265,Wilson Chandler,2007,23
7266,Rudy Fernandez,2007,24
7267,Morris Almond,2007,25
7268,Aaron Brooks,2007,26
7269,Arron Afflalo,2007,27
7270,Tiago Splitter,2007,28
7271,Alando Tucker,2007,29
7272,Petteri Koponen,2007,30
7273,Carl Landry,2007,31
7274,Gabe Pruitt,2007,32
7275,Marcus Williams,2007,33
7276,Nick Fazekas,2007,34
7277,Glen Davis,2007,35
7278,Jermareo Davidson,2007,36
7279,Josh McRoberts,2007,37
7280,Kyrylo Fesenko,2007,38
7281,Stanko Barac,2007,39
7282,Sun Yue,2007,40
7283,Chris Richard,2007,41
7284,Derrick Byars,2007,42
7285,Adam Haluska,2007,43
7286,Reyshawn Terry,2007,44
